ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/NBO_0000635,avoidance behavior,"""Behavior related to the activity seen in animals exposed to adverse stimuli, in which the tendency to act defensively is stronger than the tendency to attack."" [web:http://www.britannica.com/EBchecked/topic/45916/avoidance-behavior]",,
http://purl.obolibrary.org/obo/MF_0000013,thinking,a mental process that involves the manipulation of mental language and/or mental images,,
http://purl.obolibrary.org/obo/NBO_0000198,eidetic memory,"""The ability to recall images, sounds, or objects in memory with extreme precision and in abundant volume."" [wikipedia:Eidetic_memory]",,
http://purl.obolibrary.org/obo/MF_0000005,mental calculation,,,
http://purl.obolibrary.org/obo/GO_0051355,proprioception involved in equilibrioception,"The series of events contributing to equilibrioception by which an organism senses the position, location, orientation, and movement of the body and its parts. Proprioception plays an important role in the ability of an organism to perceive its orientation with respect to gravity.",,
http://purl.obolibrary.org/obo/NBO_0000557,short term spatial memory,"""A type of memory that allows one to temporarily store and manage information about one's environment and its spatial orientation."" [wikipedia:Spatial_memory]",,
http://purl.obolibrary.org/obo/DOID_1875,impotence,,,
http://purl.obolibrary.org/obo/DOID_1849,cannabis dependence,A drug dependence that involves the continued use of cannabis despite problems related to use of the substance.|  A substance addiction in which the substance compulsively consumed is marijuana.,,
http://purl.obolibrary.org/obo/NBO_0000208,classical conditioning,"""A form of associative learning that requires an unconditional reflex, where an unconditional stimulus (US)brings about an automatic, unlearned (unconditional) response (UR). If a neutral stimulus (NS) tends to precede it, an association is made and the conditional response (CR) becomes transferred onto the (previously neutral) conditional strimulus (CS); a conditional reflex has been learned."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000219,escape learning behavior,"""Avoid a situation completely."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060131,alexithymia,"An agnosia that is a deficiency in understanding, processing, or describing emotions.",,
http://purl.obolibrary.org/obo/NBO_0000453,behavior related to feelings experiencing,,,
http://purl.obolibrary.org/obo/OGMS_0000078,pathological anatomical structure,"An anatomical structure (FMA) is pathological whenever (1) it has come into being as a result of changes in some pre-existing canonical anatomical structure, (2) through processes other than the expression of the normal complement of genes of an organism of the given type, and (3) is predisposed to have health-related consequences for the organism in question manifested by symptoms and signs.",,
http://purl.obolibrary.org/obo/NBO_0000104,aggressive behavior towards humans,"""Exhibiting a domineering, assault posture and/or hostile physical action towards humans."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000151,paternal behavior,"""Behavior of a father towards his offspring."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/GO_0051356,visual perception involved in equilibrioception,"The series of events during equilibrioception required for an organism to receive a visual stimulus, convert it to a molecular signal, and recognize and characterize the signal. Visual input plays an important role in the ability of an organism to perceive its orientation with respect to gravity.",,
http://purl.obolibrary.org/obo/MF_0000006,judging,A mental process during which a decision is made and the outcome of which is a belief or opinion.|Judging is the evaluation of evidence to make a decision or form a belief.,,
http://purl.obolibrary.org/obo/GO_0007612,learning,Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.,,
http://purl.obolibrary.org/obo/MFOMD_0000189,premenstrual dysphoric disorder,"Disorder where symptoms (e.g., markedly depressed mood, marked anxiety, marked affective lability, decreased interest in activities) regularly occurred during the last week of the luteal phase (and remitted within a few days of the onset of menses). 
These symptoms must be severe enough to markedly interfere with work, school, or unusual activities and be entirely absent for at least 1 week post menses.
 
American Psychiatric Association, DSM-IV-TR",,
http://purl.obolibrary.org/obo/NBO_0000429,visceromotor reflex,"""An increase in tonus (normal tension) of the tissues of the abdominal muscles resulting from painful stimuli originating in a viscus."" [:http://www.wordinfo.info/words/index/inf]",,
http://purl.obolibrary.org/obo/NBO_0000127,retreat behavior,,,
http://purl.obolibrary.org/obo/GO_0050958,magnetoreception,"The series of events required for an organism to receive a stimulus relating to a magnetic field, convert it to a molecular signal, and recognize and characterize the signal. Stimuli may be chemical, mechanical or electrical and interpreting these stimuli allows an organism to determine the orientation of a magnetic field. Magnetoreception also involves the perception of light; birds cannot orient without the presence of short wavelength (blue/green) light.",,
http://purl.obolibrary.org/obo/GO_0060273,crying behavior,"The behavior in which an organism sheds tears, often accompanied by non-verbal vocalizations and in response to external or internal stimuli.",,
http://purl.obolibrary.org/obo/MFOMD_0000135,suicide,"
The act of intentionally causing one's own death.|
Suicide is often committed out of despair, the cause of which is frequently attributed to a mental disorder such as depression, bipolar disorder, schizophrenia, borderline personality disorder,alcoholism, or drug abuse. Stress factors such as financial difficulties or troubles with interpersonal relationships often play a role. Efforts to prevent suicide include limiting access to firearms, treating mental illness and drug misuse, and improving economic development.

(http://en.wikipedia.org/wiki/Suicide)",,
http://purl.obolibrary.org/obo/NBO_0000103,coping behavior,"""Behavioral response to the presidency of the stressor where it becomes necessary to attempt some means of coping with the stress."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000114,aggressive behavior towards children,"""Exhibiting a domineering, assault posture and/or hostile physical action towards children."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_9207,periodic limb movement disorder,A sleep disorder that involves involuntary limb movement during sleep.,,
http://purl.obolibrary.org/obo/DOID_12129,bulimia nervosa,"This eating disorder is characterised by repeated episodes of binge eating followed by inappropriate compensatory behaviours such as self-induced vomiting; misuse of laxatives, diuretics, or other medications; fasting; or excessive exercise.


DSM-IV-TR (american Psychiatric Association)|An eating disorder characterized by the restraining of food intake for a period of time followed by an over intake or binging period that results in feelings of guilt and low self-esteem.|
Bulimia Nervosa is characterized by recurrent and frequent episodes of binge eating—i.e., unusually large amounts of food consumed in a short time— and a feeling that one lacks control over eating. Binging and purging are often performed in secret, with feelings of shame alternating with relief, and this behaviours both occur, on average, at least twice a week for 3 months.

http://www.psychologytoday.com/conditions/bulimia-nervosa

DSM-IV-TR (american Psychiatric Association)|Xref MGI.|The only change that have been made from the DSM-IV-TR to DSM-V criteria for bulimia nervosa, is a reduction in the required minimum average frequency of binge eating and inappropriate compensatory behaviour frequency from twice to once weekly.

http://www.dsm5.org/Documents/changes%20from%20dsm-iv-tr%20to%20dsm-5.pdf",30751,
